id,Job_Type,Short,Element,Work_Categories,Work_Sub_Category_Types,Work_Sub_Category_Attributes,Medium
391317,LOCK,RENEW WITH KEYPAD TYPE – HEAVY DUTY,CARPENTRY AND JOINERY,Ironmongery,Keypad Lock,,"Lock:Renew any night latch with heavy duty keypad and key type lock, keep and pull including altering door as necessary for new lock."
391501,CATCH,RENEW CATCH AND KEEP,CARPENTRY AND JOINERY,Ironmongery,Roller and Ball Catches,,Cupboard:Renew catch and keep including altering door as necessary for new catch and housing out frame for keep.
391503,CUPBOARD,RENEW 50MM BRASS LOCK,CARPENTRY AND JOINERY,Ironmongery,Roller and Ball Catches,,Cupboard:Renew 50mm brass cupboard lock.
391505,CUPBOARD,RENEW DOOR CATCH,CARPENTRY AND JOINERY,Ironmongery,Roller and Ball Catches,,Cupboard:Renew cupboard door catch (any type).
391507,CUPBOARD,RENEW CATCH KEEP,CARPENTRY AND JOINERY,Ironmongery,Roller and Ball Catches,,Cupboard:Renew cupboard catch keep including housing out frame as necessary.
391701,BOLT,RENEW NE 250MM PADBOLT,CARPENTRY AND JOINERY,Ironmongery,"Bolts, Security Bolts, Panic Bolts and Padlocks",,Bolt:Renew ne 250mm galvanised Crompton 1A or other equal and approved padbolt.
391703,BOLT,RENEW 200MM TOWER BOLT,CARPENTRY AND JOINERY,Ironmongery,"Bolts, Security Bolts, Panic Bolts and Padlocks",,Bolt:Renew 200mm tower bolt and keep.
391705,BOLT,RENEW NE 150MM BARREL BOLT,CARPENTRY AND JOINERY,Ironmongery,"Bolts, Security Bolts, Panic Bolts and Padlocks",,Bolt:Renew ne 150mm barrel bolt and keep.
391707,BOLT,RENEW INDICATOR BOLT,CARPENTRY AND JOINERY,Ironmongery,"Bolts, Security Bolts, Panic Bolts and Padlocks",,Bolt:Renew 175mm SAA bathroom indicator bolt and keep.
391709,BOLT,RENEW MORTICE SECURITY BOLT,CARPENTRY AND JOINERY,Ironmongery,"Bolts, Security Bolts, Panic Bolts and Padlocks",,Bolt:Renew or supply and fix new mortice security bolt with key operation and keep
391711,BOLT,RENEW SINGLE PANIC BOLT,CARPENTRY AND JOINERY,Ironmongery,"Bolts, Security Bolts, Panic Bolts and Padlocks",,Bolt:Renew Briton 11373 or other equal and approved SAA panic bolt and keep to single door.
391713,BOLT,RENEW FIRE SECURITY BOLT,CARPENTRY AND JOINERY,Ironmongery,"Bolts, Security Bolts, Panic Bolts and Padlocks",,"Bolt:Renew fire security bolt, surface fixed to emergency exit doors comprising metal bolt held extended by clear glass tube retained by padlock including keep, hammer and chain."
391715,BOLT,RENEW GLASS TO FIRE SECURITY BOLT,CARPENTRY AND JOINERY,Ironmongery,"Bolts, Security Bolts, Panic Bolts and Padlocks",,Bolt:Renew glass tube to fire security bolt including reset.
391719,BOLT AND KEEP,REMOVE EASE AND REFIX,CARPENTRY AND JOINERY,Ironmongery,"Bolts, Security Bolts, Panic Bolts and Padlocks",,"Bolt and Keep:Remove barrel bolt or bolt keep, oil and ease as necessary and refix bolt and or bolt keep in new position."
391723,PADLOCK,RENEW OR SUPPLY PADLOCK,CARPENTRY AND JOINERY,Ironmongery,"Bolts, Security Bolts, Panic Bolts and Padlocks",,Padlock:Renew or supply and fix 50mm galvanised Squire 440 or other equal and approved padlock with two keys and hand to Client Representative.
391725,HASP,RENEW WITH STAPLE,CARPENTRY AND JOINERY,Ironmongery,"Bolts, Security Bolts, Panic Bolts and Padlocks",,Hasp:Renew any type of hasp and staple.
391727,HASP,RENEW WITH PADLOCK,CARPENTRY AND JOINERY,Ironmongery,"Bolts, Security Bolts, Panic Bolts and Padlocks",,"Hasp:Renew any type of hasp, staple and 50mm galvanised padlock, supply two keys and hand keys to Client Representative."
392701,LETTERPLATE,RENEW COMPLETE WITH KNOCKER,CARPENTRY AND JOINERY,Ironmongery,Letterplates,,Letterplate:Renew letter plate and knocker including plugging and redrilling holes and altering opening where necessary and provide and fix new brush type draught overluder.
392702,LETTERPLATE,SUPPLY AND FIX NEW,CARPENTRY AND JOINERY,Ironmongery,Letterplates,,Letterplate:Supply and fix new letter plate including cutting opening and provide and fix new brush type draught excluder.
392703,LETTERPLATE,RENEW FIREPROOF TYPE,CARPENTRY AND JOINERY,Ironmongery,Letterplates,,Letterplate:Renew fireproof letter plate and knocker to suit appropriate fire resisting door including plugging and redrilling holes and adapting opening where necessry.
392705,LETTERPLATE,RENEW OR SUPPLY HIGH SECURITY COWL,CARPENTRY AND JOINERY,Ironmongery,Letterplates,,Letterplate:Renew or supply and fix new high security internal letter cowl screwed to internal face of door.
393301,CUPBOARD,RENEW CUPBOARD PULL,CARPENTRY AND JOINERY,Ironmongery,Cupboard Handles,,Cupboard:Renew 44mm satin anodised aluminium cupboard pull handle.
393303,CUPBOARD,RENEW PULL HANDLE,CARPENTRY AND JOINERY,Ironmongery,Cupboard Handles,,"Cupboard:Renew 100mm satin anodised aluminium D pull handle, including plug holes where necessary."
393305,CUPBOARD,REFIX PULL HANDLE,CARPENTRY AND JOINERY,Ironmongery,Cupboard Handles,,Cupboard:Refix loose pull handle.
393307,CUPBOARD,RENEW KNOB,CARPENTRY AND JOINERY,Ironmongery,Cupboard Handles,,Cupboard:Renew satin anodised aluminium knob handle.
395101,CEILING HATCH,FORM OPENING COMPLETE,CARPENTRY AND JOINERY,Miscellaneous Works,Ceiling Access Hatch,,"Ceiling Hatch:Cut opening through ceiling, trim opening with 75x150mm trimmers, 25x38mm stops fixed to trimmers/joists, 19x69mm architraves, 18mm blockboard trap, ironmongery, make good."
395103,CEILING HATCH,RENEW BLOCKBOARD ACCESS HATCH,CARPENTRY AND JOINERY,Miscellaneous Works,Ceiling Access Hatch,,"Ceiling Hatch:Renew with 18mm blockboard access hatch, fully insulated including fit new draught strips, all ironmongery and decorate to match existing."
395105,CEILING HATCH,FIX NEW PROPRIETARY HATCH,CARPENTRY AND JOINERY,Miscellaneous Works,Ceiling Access Hatch,,"Ceiling Hatch:Cut opening through ceiling, trim opening as necessary and supply and fix proprietary purpose make ceiling access hatch complete, make good to all finishes and decorations."
395107,CEILING HATCH,RENEW PROPRIETARY HATCH,CARPENTRY AND JOINERY,Miscellaneous Works,Ceiling Access Hatch,,"Ceiling Hatch:Renew existing proprietary ceiling hatch, remove existing, supply and fix proprietary purpose make ceiling access hatch complete, make good to all finishes and decorations."
395109,CEILING HATCH,OVERHAUL HATCH,CARPENTRY AND JOINERY,Miscellaneous Works,Ceiling Access Hatch,,Ceiling Hatch:Repair access hatch including remove and refix hatch and ironmongery as necessary and leave in working order.
395111,CEILING HATCH,RENEW DRAUGHT INSULATION STRIPS,CARPENTRY AND JOINERY,Miscellaneous Works,Ceiling Access Hatch,,Ceiling Hatch:Renew or supply and fix draught insulation strips to access hatch.
395113,CEILING HATCH,UPGRADE FIRE RESISTANCE,CARPENTRY AND JOINERY,Miscellaneous Works,Ceiling Access Hatch,,"Ceiling Hatch:Upgrade fire resistance of ceiling hatch, supply, cut and fit 12.5mm plasterboard screwed to roof space side of hatch."
396001,DWELLING,GAIN ACCESS – 1 DOOR,CARPENTRY AND JOINERY,Miscellaneous Works,Gain Entry,,"Dwelling:Gain access for tenant locked out or emergency works, including force access to door, splice in new piece to frame, touch up decorations provide new barrel and keys."
396006,GARAGE,GAIN ACCESS,CARPENTRY AND JOINERY,Miscellaneous Works,Gain Entry,,"Garage:Gain access for tenant, including force access including redrill for fixing bolts and alter door, provide new lock and collect and return keys to tenant."
396020,KEYSAFE,PROVIDE,CARPENTRY AND JOINERY,Miscellaneous Works,Key Safe,,"Keysafe:Supply and install permanent proprietary keysafe to Client’s property, fixed to walls and make good all finishes."
397001,OPENING,BOARD UP WITH 12MM STERLING OR PLYWOOD,CARPENTRY AND JOINERY,Miscellaneous Works,Boarding Up/Nailing Up,,"Opening:Board up window or door with 12mm Sterling or plywood board or blockboard including cut to size, nail over window or door (NOT to frame) and leave secure (per opening)."
397003,OPENING,REMOVE BOARDING TO OPENINGS,CARPENTRY AND JOINERY,Miscellaneous Works,Boarding Up/Nailing Up,,Opening:Remove boarding from window or door opening and make good. Leave property secure including refix boarding if required.
397005,OPENING,NAIL UP WINDOW OR DOOR,CARPENTRY AND JOINERY,Miscellaneous Works,Boarding Up/Nailing Up,,Opening:Nail up window or door and leave secure.
397007,OPENING,REMOVE NAILS FROM OPENING,CARPENTRY AND JOINERY,Miscellaneous Works,Boarding Up/Nailing Up,,Opening:Remove nails from window or door and make good (per window or door).
397021,OPENINGS,SECURITY FULL SCREENS FIRST WEEK,CARPENTRY AND JOINERY,Miscellaneous Works,Boarding Up Long Term Voids,,"Openings:Provide and install for an open period proprietary metal security screens to cover up to 2 doors, 8 windows, any size, type, take down, refix, leave secure (rate for first week only)."
397023,OPENINGS,SECURITY EXTRA WINDOW FIRST WEEK,CARPENTRY AND JOINERY,Miscellaneous Works,Boarding Up Long Term Voids,,"Openings:Provide and install for an open period an additional proprietary metal security window screen to suit any size and type, take down, refix, leave secure (rate for first week only)."
397024,OPENINGS,SECURITY EXTRA WINDOW ADDITIONAL HIRE,CARPENTRY AND JOINERY,Miscellaneous Works,Boarding Up Long Term Voids,,Openings:Hire and maintenance of one proprietary metal security screen for additional hire period after first week for any window screen (additional hire week to 397023).
397025,OPENINGS,SECURITY EXTRA DOOR FIRST WEEK,CARPENTRY AND JOINERY,Miscellaneous Works,Boarding Up Long Term Voids,,"Openings:Provide and install for an open period an additional proprietary metal security door screen to suit any size and type, take down, refix, leave secure (rate for first week only)."
397026,OPENINGS,SECURITY EXTRA DOOR ADDITIONAL HIRE,CARPENTRY AND JOINERY,Miscellaneous Works,Boarding Up Long Term Voids,,Openings:Hire and maintenance of one proprietary metal security screen for additional hire period after first week for any door screen (additional hire week to 397025).
397027,OPENINGS,SECURITY FULL ADDITIONAL HIRE,CARPENTRY AND JOINERY,Miscellaneous Works,Boarding Up Long Term Voids,,Openings:Hire and maintenance of proprietary metal security screens for additional hire period after first week for up to 2 doors and 8 windows (additional hire week to 397021).
397029,OPENINGS,SECURITY PARTIAL SCREENS FIRST WEEK,CARPENTRY AND JOINERY,Miscellaneous Works,Boarding Up Long Term Voids,,"Openings:Provide and install for an open period proprietary metal security screens to cover up to 2 doors, 2 windows, any size and type, take down, refix, leave secure (rate for first week only)."
397031,OPENINGS,SECURITY PARTIAL ADDITIONAL HIRE,CARPENTRY AND JOINERY,Miscellaneous Works,Boarding Up Long Term Voids,,Openings:Hire and maintenance of proprietary metal security screens for additional hire period after first week for up to 2 doors and 2 windows (additional hire week to 397029).
397033,OPENINGS,SECURITY INDIVIDUAL FIRST WEEK,CARPENTRY AND JOINERY,Miscellaneous Works,Boarding Up Long Term Voids,,"Openings:Provide and install for an open period an individual proprietary metal security window or door screen to suit any size and type, take down, refix, leave secure (rate for first week only)."
397035,OPENINGS,SECURITY INDIVIDUAL ADDITIONAL HIRE,CARPENTRY AND JOINERY,Miscellaneous Works,Boarding Up Long Term Voids,,Openings:Hire and maintenance of one proprietary metal security screen for additional hire period for any window or door screen (additional hire week to 397033).
398001,CLIENT INSPECTION,EXTERNAL JOINERY,CARPENTRY AND JOINERY,Miscellaneous Works,Carpentry and Joinery – Client Inspections,,Client Inspection:Undertake client inspection and testing etc and report to CR (any repairs required to be ordered must be instructed by CR)
411139,WALL,BONDING AGENT,SPECIALIST TREATMENTS,Fungus and Beetle Eradication and DPC Works,Damp Proof Treatment Plasterwork,,Wall:Apply bonding agent to wall
411201,WALL,HACK OFF REPLASTER 1.0M BAND,SPECIALIST TREATMENTS,Fungus and Beetle Eradication and DPC Works,Damp Proof Treatment Plasterwork,,"Wall:Hack off all plaster to minimum height of 1.00m above new floor level, after treatment works return and replaster ne 25mm thick, fair joint to existing plaster, all as specified."
411203,WALL,HACK OFF RENDER AND SKIM 1.0M BAND,SPECIALIST TREATMENTS,Fungus and Beetle Eradication and DPC Works,Damp Proof Treatment Plasterwork,,"Wall:Hack off all plaster to minimum height of 1.00m above new floor level, after damp treatment works, return, apply 2 coat waterproof render and skim ne 25mm thick, as specified."
411205,WALL,DUB OUT 25MM PRIOR REPLASTER,SPECIALIST TREATMENTS,Fungus and Beetle Eradication and DPC Works,Damp Proof Treatment Plasterwork,,"Wall:Apply dubbing out coat ne 25mm thick prior to replastering wall, all as specified."
411207,WALL,HACK OFF AND APPLY RENDER,SPECIALIST TREATMENTS,Fungus and Beetle Eradication and DPC Works,Damp Proof Treatment Plasterwork,,"Wall:Hack off any type plaster or rendered finish and apply two coat waterproof cement render, finished to receive direct fixed dry lining (dry lining not included)."
413105,CEILING,RENEW APPLY SKIM COAT IN PATCH,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork,Ceilings,Ceiling:Hack off existing and renew defective or apply new skim coat of plaster in patch including all joints to existing surfaces and all labours and remove spoil.
413107,CEILING,RENEW APPLY SKIM COAT,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork,Ceilings,Ceiling:Hack off existing and renew defective or apply new skim coat of plaster including all joints to existing surfaces and all labours and remove spoil.
413109,CEILING,BOND AND FINISH IN PATCH,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork,Ceilings,"Ceiling:Bond and finish coat to concrete ceiling in patch, apply bonding agent, including all labours."
413111,CEILING,BOND AND FINISH,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork,Ceilings,"Ceiling:Bond and finish coat to concrete ceiling apply bonding agent, including all labours."
413117,CEILING,HACK RENEW PLASTER IN PATCH,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork,Ceilings,"Ceiling:Hack off defective plaster to ceiling, prepare and replaster ceiling in patch including bonding agent and all joints to existing surfaces and all labours and remove spoil."
413119,CEILING,HACK RENEW PLASTER,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork,Ceilings,"Ceiling:Hack off defective plaster to ceiling, prepare and replaster ceiling including bonding agent and all joints to existing surfaces and all labours and remove spoil."
413121,CEILING,BONDING AGENT IN PATCH,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork,Ceilings,Ceiling:Apply bonding agent to ceiling in patch
413122,CEILING,BONDING AGENT,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterboard,Ceilings,Ceiling:Apply bonding agent to ceiling
413124,CEILING,APPLY 5MM SKIM TO ARTEX,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork,Ceilings,"Ceiling:Prepare and apply 5mm skim coat of plaster to existing artex ceiling, apply bonding agent, including all joints to existing surfaces and all labours and remove waste and debris."
413305,CEILING,FIX NE 12.5MM PLASTERBOARD 3MM SKIM PATCH,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterboard,Ceilings,"Ceiling:Supply, cut and fix n.e.12.5mm plasterboard, scrim joints and 3mm skim plaster to ceiling in patch including additional support battens, noggins etc.to joists, including all labours."
413307,CEILING,FIX NE 12.5MM PLASTERBOARD 3MM SKIM COAT,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterboard,Ceilings,"Ceiling:Supply, cut and fix n.e.12.5mm plasterboard, scrim joints and 3mm skim plaster to ceiling, including additional support battens, noggins to joists, including all labours."
413309,CEILING,FIX DOUBLE NE 12.5MM PLASTERBOARD IN PATCH,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterboard,Ceilings,"Ceiling:Supply, cut and fix double layer of n.e. 12.5mm plasterboard to ceiling in patch including scrim joints and 3mm skim plaster, additional support battens etc. to joists, including all labours."
413311,CEILING,FIX DOUBLE NE 12.5MM PLASTERBOARD 3MM SKIM,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterboard,Ceilings,"Ceiling:Supply, cut and fix double layer of n.e. 12.5mm plasterboard to ceiling with scrim joints and 3mm skim plaster including additional support battens etc. to joists, including all labours."
413317,CEILING,RENEW NE 12.5MM PLASTERBOARD SKIM IN PATCH,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterboard,Ceilings,"Ceiling:Take down existing ceiling, denail joists, fix n.e.12.5mm plasterboard to ceiling in patch, scrim joints, 3mm skim plaster, additional battens, all labours, remove spoil."
413319,CEILING,RENEW NE 12.5MM PLASTERBOARD 3MM SKIM COAT,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterboard,Ceilings,"Ceiling:Take down existing ceiling, denail joists, fix n.e.12.5mm plasterboard to ceiling, scrim joints, 3mm skim plaster, additional battens, all labours, remove spoil."
413321,CEILING,RENEW DOUBLE PLASTERBOARD SKIM IN PATCH,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterboard,Ceilings,"Ceiling:Take down existing ceiling, denail joists fix double layer n.e.12.5mm plasterboard to ceiling in patch, scrim joints and 3mm skim plaster, additional battens etc, all labours."
413323,CEILING,RENEW DOUBLE PLASTERBOARD 3MM SKIM COAT,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterboard,Ceilings,"Ceiling:Take down existing ceiling, denail joists fix double layer n.e.12.5mm plasterboard to ceiling, scrim joints and 3mm skim plaster, additional battens etc, all labours."
413325,CEILING,OVERLAY NE 12.5MM PLASTERBOARD 3MM SKIM,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork Repairs and Sundry Items,,"Ceiling:Prepare existing ceiling, and overlay with n.e.12.5mm plasterboard nailed to joists, all necessary packings, battens, noggins etc, scrim joints, 3mm skim plaster, all labours and remove spoil."
413327,CEILING,REMOVE COLLAPSED CEILING AFTER WATER LEAK,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork Repairs and Sundry Items,,"Ceiling:Attend dwelling, remove collapsed water damaged ceiling take down any remaining damaged ceiling, denail joists and prepare for new plasterboard, remove waste, debris [new ceiling item 413307]."
413329,CEILING,TAKE DOWN CEILING AFTER WATER DAMAGE,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork Repairs and Sundry Items,,"Ceiling:Attend dwelling, take down water damaged ceiling,denail joists and prepare for new plasterboard, remove waste and debris [new ceiling to be claimed seperately item 413307]."
415001,PLASTER REPAIR,REPAIR CRACKS AROUND FRAME,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork Repairs and Sundry Items,,"Plaster Repair:Repair cracks around door and window frame including hack out loose plaster and make good with plaster, make good decorations."
415003,PLASTER REPAIR,RENEW REVEAL TO FRAME,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork Repairs and Sundry Items,,"Plaster Repair:Renew plastered reveal complete to any door or window frame, hack off defective plaster, render and set, remake arris, joints to existing, make good decorations and remove spoil."
415005,PLASTER REPAIR,REPAIR CRACKS AROUND FITTING,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork Repairs and Sundry Items,,"Plaster Repair:Repair crack around any fitting, including hack out loose plaster and make good with plaster."
415011,PLASTER REPAIR,RENEW PLASTER BAND,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork Repairs and Sundry Items,,"Plaster Repair:Cut out defective plaster, and make good with plaster to match existing up to 300mm wide, including all joints to existing surfaces/adjacent fittings, remove spoil."
415013,PLASTER REPAIR,REPAIR CRACK TO WALL OR CEILING,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork Repairs and Sundry Items,,"Plaster Repair:Repair cracks to wall or ceiling plaster, cut out cracks and apply finish plaster, trowel off flush with existing surfaces."
415015,PLASTER REPAIR,RENEW METAL PROFILE BEAD,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork Repairs and Sundry Items,,Plaster Repair:Renew any type of expanded metal profile bead in conjunction with plasterwork repairs.
415017,PLASTER REPAIR,MAKE GOOD AROUND PIPE ETC,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plasterwork Repairs and Sundry Items,,"Plaster Repair:Make good any type of plasterwork around any size or type of pipe, projection and the like (only to be claimed where not part of schedule item for make good etc.)."
423001,RENDER REPAIRS,REPAIR CRACK,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Render Repairs and Sundry Items,,Render Repairs:Repair crack in any external render incl. carefully hack out and make good with cement and sand including applying finish to match existing.
423003,RENDER REPAIRS,REPAIR CRACK AROUND FRAME,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Render Repairs and Sundry Items,,Render Repairs:Repair cracks to render and applied finishes around door or window frame including hack out loose render and make good including make good sealant joint to frame.
423005,RENDER REPAIRS,RENEW REVEAL TO FRAME,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Render Repairs and Sundry Items,,"Render Repairs:Renew rendered door or window frame reveal complete, hack off external finish, remake arris and rerender, dubbing out and waterproofing agent, make good applied finishes, remove spoil."
423007,RENDER REPAIRS,RENEW BELLCAST FEATURE,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Coatings to Ceilings,,"Render Repairs:Renew bellcast to any render over openings or above dampcourse, hack off, fix bellcast bead and form bellcast externally and remove spoil."
425001,CEILING,APPLY ARTEX TYPE FINISH,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Coatings to Ceilings,,"Ceiling:Prepare and apply Artex type textured coating with stipple or comb finish to ceiling, caulk joints in plasterboard and or cracks in plaster finish."
425005,TEST,SAMPLE OF ARTEX,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Dry Lining,,"Test:Collect sample of artex texture coating removed from ceiling or walls, arrange and test asbestos content, provide Client Representative with written report."
427005,CEILING,DRY LINE 12.5MM THERMALBOARD,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Dry Lining,,"Ceiling:Strip existing ceiling, clean down mould and fungi, remove coving, fix 50x25mm treated softwood battens, line ceilings with 12.5mm plasterboard faced thermal board, make good."
427007,CEILING,DRY LINE 25MM THERMALBOARD,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Dry Lining,,"Ceiling:Strip existing ceiling, clean down mould and fungi, remove coving, fix 50x25mm treated softwood battens, line ceilings with 25mm plasterboard faced thermal board, make good."
429001,COVING,FIX PLASTER COVING,PLASTERWORK AND OTHER FINISHES,Plasterwork Rendering and Screeds,Plaster Coving,,Coving:Supply and fix new Gyproc plaster coving ne 150mm girth.
435021,GUTTER,CLEAN OUT PRIOR TO DECORATION,PAINTING AND DECORATING,Preparation - External and Internal,Works Prior to Painting,,Gutter:Clean out eaves gutter prior to redecoration including flush out and test.
436221,GUTTER,PREPARE PRIME PAINT EAVES GUTTER,PAINTING AND DECORATING,Preparation - External and Internal,Oil Paint,External Metalwork,"Gutter:Wire brush, prepare and apply coat of primer, one undercoat and two coats of gloss paint to outside of eaves gutter including brackets."
436621,GUTTER,PREPARE PRIME METALSHIELD EAVES GUTTER,PAINTING AND DECORATING,Preparation - External and Internal,Metalshield Paint,External Metalwork,"Gutter:Wire brush, prepare and apply coat of primer, two coats of metalshield paint to outside of eaves gutter including brackets."
436721,GUTTER,PREPARE 2 COATS METALSHIELD EAVES GUTTER,PAINTING AND DECORATING,Preparation - External and Internal,Metalshield Paint,Existing External Metalwork - Two Coat,"Gutter:Wire brush, prepare, spot prime and apply two coats of metalshield paint to existing painted surfaces outside of eaves gutter including brackets."
438401,WALLS,PREPARE 2 COATS BITUMIN DAMP PROOF,SPECIALIST TREATMENTS,Specialist Treatments,Bituminous Emulsion Damp Proofing Solution,External Walls,Walls:Brush down and prepare for and apply two coats of bituminous emulsion damp-proofing solution general surfaces of walls.
460004,ROOFSPACE,CLEAR OUT COMPLETE,CLEANING AND CLEARANCE,Internal Cleaning and Clearance,Dwelling Clearance,,"Roofspace:Clear out, remove all rubbish, debris, previous tenants stored items and all non-approved fittings to tip and make ready for incoming tenants (if skip ordered 460033 or 460035)."
490001,TANKING,INSTALL ASPHALT DPM HORIZONTAL,SPECIALIST TREATMENTS,Mastic Asphalt Tanking etc,Mastic Asphalt Tanking Damp Proof Membrane,,"Tanking:Clean off horizontal surface of concrete, prime surface or apply keying mix, apply two coats of asphalt to BS 6925, tanking and damp proofing 20mm thick all internal angle fillets, make good."
490003,TANKING,INSTALL ASPHALT DPM RAKE FOR KEY,SPECIALIST TREATMENTS,Mastic Asphalt Tanking etc,Mastic Asphalt Tanking Damp Proof Membrane,,"Tanking:Clean off vertical surface of concrete, prime surface or apply keying mix, apply two coats of asphalt to BS 6925, tanking and damp proofing 20mm thick all internal angle fillets, make good."
490005,TANKING,INSTALL ASPHALT DPM VERTICAL,SPECIALIST TREATMENTS,Mastic Asphalt Tanking etc,Mastic Asphalt Tanking Damp Proof Membrane,,"Tanking:Rake out joints of brickwork to form key, brush surface of brickwork, prime with proprietary bitumen and rubber emulsion, apply two coats 20mm asphalt to BS 6925, tanking and damp proofing."
601101,DOWNPIPE,RENEW PVCU NE 2 STOREY,PLUMBING,Rainwater Pipework,Rainwater Pipework,PVCu,"Downpipe:Renew round or square PVCu downpipe to ne 2 storey dwelling complete with new brackets branches, offset projections, hopperhead, shoe, terminal, slate, cut, make joints, make good."
601103,DOWNPIPE,RENEW PVCU 2-4 STOREY,PLUMBING,Rainwater Pipework,Rainwater Pipework,PVCu,"Downpipe:Renew round or square PVCu downpipe to over 2, ne 4 storey dwelling with new brackets branches, offset projections, hopperhead, shoe, terminal, slate, cut, make joints, make good."
601105,DOWNPIPE,RENEW PVCU PIPE,PLUMBING,Rainwater Pipework,Rainwater Pipework,PVCu,"Downpipe:Renew round or square PVCu downpipe, remove and refix or renew pipe brackets plugged and screwed to brickwork including cutting and make joints, make good to structure, finishes."
601107,DOWNPIPE,RENEW NE 300MM PVCU OFFSET,PLUMBING,Rainwater Pipework,Rainwater Pipework,PVCu,"Downpipe:Renew any type of PVCu offset, ne 300mm projection including all cutting and remake joints, make good to structure and finishes."
601109,DOWNPIPE,RENEW PVCU HOPPERHEAD,PLUMBING,Rainwater Pipework,Rainwater Pipework,PVCu,"Downpipe:Renew any type of PVCu downpipe hopperhead, plugged and screwed to brickwork including all cutting and remake joints, make good to structure and finishes."
601111,DOWNPIPE,RENEW PVCU SHOE,PLUMBING,Rainwater Pipework,Rainwater Pipework,PVCu,"Downpipe:Renew any type of PVCu downpipe shoe plugged and screwed to brickwork including all cutting and remake joints, make good to structure and finishes."
601113,DOWNPIPE,RENEW PVCU BRANCH,PLUMBING,Rainwater Pipework,Rainwater Pipework,PVCu,"Downpipe:Renew round or square PVCu branch including all cutting and make joints, make good to structure and finishes."
601119,DOWNPIPE,RENEW OR REFIX PVCU CLIP,PLUMBING,Rainwater Pipework,Rainwater Pipework,PVCu,Downpipe:Refix or renew clip to PVCu downpipe plugged and screwed to brickwork and make good to structure and finishes.
601121,DOWNPIPE,REMOVE AND REFIX PVCU COMPLETE,PLUMBING,Rainwater Pipework,Rainwater Pipework,PVCu,"Downpipe:Take down any PVCu downpipe, remove and refix pipe brackets, fixed to brickwork and refix downpipes including all hopperheads offsets, shoes remake all joints, make good structure, finishes."
601125,DOWNPIPE,REMAKE PVCU JOINTS OR REFIX FITTING,PLUMBING,Rainwater Pipework,Rainwater Pipework,PVCu,"Downpipe:Remake any loose or leaking PVCu downpipe joint or joints to any fitting, renew drain connection adaptor or remake joint to drain or gully connection, make good (per downpipe)"
